system:index,ARVI,B11,B12,B2,B3,B4,B5,B6,B7,B8,DVI,GRVI,HH,HV,IRECI,LAI,MTCI,NDVI,REIP,RVI,VH,VV,agbd,random,.geo
202010_078E_024N_684,0.861678,1013.0,512.0,106.0,285.0,232.0,654.0,1565.0,1926.0,1646.0,1432.0,0.11020408,10887,5375,3172.0186,6.1953797,2.5596106,0.7022831,715.736,5.7177916,-16.95817845606415,-11.58229166795658,163.807739,0.018405031855120102,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.71855908037232,29.683593699201367]}"
202009_078E_024N_385,0.87814736,1190.0,517.0,129.0,291.0,195.0,537.0,1726.0,2039.0,2148.0,1900.0,0.197479,9465,4996,4917.257,7.436609,3.75,0.82099825,718.3674,10.173077,-15.833401468641176,-8.971531524555331,195.174377,0.018523223747419104,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7415025549235,29.687648805532422]}"
202009_078E_024N_209,0.8612144,1272.0,627.0,167.0,340.0,272.0,706.0,1998.0,2297.0,2318.0,1990.0,0.14285715,8125,5189,5256.7407,6.99827,3.3548386,0.77746576,716.8054,7.987382,-14.577910753916733,-8.664864899157031,548.476196,0.01853565394325629,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77183873132292,29.700115887381813]}"
202005_078E_024N_545,0.8565841,1712.0,820.0,198.0,426.0,343.0,895.0,2436.0,2807.0,2711.0,2350.0,0.1639136,7859,3953,7194.1846,6.940653,3.6594203,0.7876818,717.94824,8.419825,-15.47236099804739,-9.428846624187711,298.377411,0.018615681315380272,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72796378953441,29.69586659130573]}"
202007_078E_024N_70,0.8089745,1224.5,771.5,199.0,422.0,323.5,676.5,1636.5,1785.5,1858.0,1411.0,0.12697648,5455,3169,2890.3726,5.959384,2.5539713,0.6887536,713.99585,5.434841,-16.67797588367103,-11.038442235863771,244.480255,0.01876937904887588,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73786087846379,29.730928813019577]}"
202007_078E_024N_83,0.80285776,857.5,429.0,149.5,276.5,208.0,460.0,1086.0,1229.5,1289.0,986.5,0.14098325,4315,2575,2690.4302,6.166668,3.1531982,0.69637704,716.62024,5.5877333,-18.159363769554844,-11.760746756510503,391.549805,0.01901817027659758,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73632996762979,29.729335030135857]}"
202008_078E_024N_332,0.8848797,810.0,389.0,83.0,195.0,133.0,368.0,1285.0,1614.0,1601.0,1364.0,0.19298245,6046,2657,5267.7485,7.4566345,5.395939,0.8514768,720.74457,12.465909,-13.848217584519938,-8.062672906786643,158.768387,0.019299950032785396,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80134587244575,29.674216563938785]}"
202005_078E_024N_196,0.848603,1241.0,635.0,203.0,508.5,359.5,876.0,2119.5,2375.5,2563.5,2121.5,0.17927298,7306,3878,4656.2393,6.6554546,3.0758982,0.7462959,716.3979,6.8847704,-16.31212794337768,-10.952924760670331,315.950745,0.019371445409927412,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73833098860491,29.71401353892583]}"
202008_078E_024N_34,0.81118464,1309.5,732.0,206.0,460.0,362.0,803.0,1816.5,2034.5,2121.5,1633.0,0.112788364,6418,4761,3073.3162,5.7834806,2.6824431,0.6922606,715.39246,5.4992447,-15.937088614927138,-9.776915755962767,203.338776,0.01957095650425633,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80068309046796,29.708276237711107]}"
202005_078E_024N_331,0.862381,2143.5,944.5,294.5,571.0,401.5,1073.0,3228.0,3867.5,3888.5,3489.0,0.21250942,13505,7439,9115.598,7.056756,3.5196404,0.7993637,718.346,8.9683075,-15.444906360723163,-9.632433675423504,252.543442,0.019718788607893334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76735545572213,29.707518990395247]}"
202010_078E_024N_139,0.79814255,1325.0,731.0,218.0,455.5,418.5,793.0,1808.5,2031.5,2084.5,1630.5,0.041583687,8446,4516,2983.3853,5.208128,2.6819615,0.65654516,715.91125,4.824086,-16.537054700076336,-10.088531321513663,214.316574,0.019853894252727433,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76377245361965,29.72575903113118]}"
202010_078E_024N_362,0.82583624,1455.0,732.5,207.5,383.5,325.0,681.5,1665.0,1925.0,2194.5,1808.5,0.05824459,8675,5274,3581.2485,5.885892,3.238181,0.7022046,717.494,5.7264047,-14.360455781112329,-7.14794435487346,195.654495,0.01987990740350376,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75417186774902,29.70784680591085]}"
202005_078E_024N_44,0.7269946,2899.0,1935.5,580.0,978.0,932.5,1615.0,2983.0,3330.0,3429.0,2586.0,0.022337561,6210,2973,4534.704,4.83033,2.3649838,0.6036658,714.8873,4.0464215,-15.810319689676586,-7.774447120322831,68.866203,0.020369748803400922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77797574922704,29.726793312862558]}"
202008_078E_024N_357,0.8300395,1281.0,670.0,229.0,532.0,395.0,857.0,1958.0,2173.0,2418.0,1914.0,0.13351499,11394,8744,3559.3315,6.1044183,2.9164677,0.72290426,716.9536,6.2177215,-16.042720319114704,-8.244237662563675,109.47624969482422,0.02037874020220609,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7337174001316,29.66975237632259]}"
202009_078E_024N_587,0.8822258,1665.0,776.0,185.0,450.0,288.0,890.0,2618.0,3105.0,3175.0,2760.0,0.16935484,6112,3415,7868.747,7.2555375,4.032294,0.8226177,718.8119,10.275081,-14.952345860873466,-9.140382220113855,344.584015,0.0206876989587379,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.79355883889585,29.67730430394381]}"
202005_078E_024N_333,0.83420956,1365.5,725.5,237.0,582.5,398.5,994.0,2163.0,2408.5,2557.5,2125.5,0.191037,9488,7375,4450.26,6.593981,2.6588492,0.7462131,714.9358,6.880859,-15.821555711793541,-10.131645339436563,488.222229,0.020859607630168364,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.79474532227026,29.70777112552545]}"
202009_078E_024N_719,0.7712204,1596.0,991.0,319.0,651.0,487.0,1103.0,2277.0,2617.0,2650.0,1991.0,0.098507464,9252,6143,3613.659,5.304013,2.163701,0.65876776,713.96826,4.861111,-17.220358778777168,-11.425991533352901,168.261581,0.02093439936658492,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72056446652621,29.668046856300197]}"
202008_078E_024N_227,0.8849755,1383.0,597.0,180.0,350.0,242.0,646.0,2126.0,2452.0,2453.0,2116.0,0.19851577,5619,3546,6084.958,7.3763385,4.6858974,0.8073702,719.8,9.382608,-15.420074601880382,-9.222247577108568,390.833008,0.02111266442263171,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7720691571073,29.681167685827727]}"
202005_078E_024N_776,0.9048474,665.0,287.0,83.0,191.0,114.0,313.0,1069.0,1302.0,1396.0,1296.0,0.22191781,5479,3962,3504.1233,7.5114822,4.4826255,0.83966243,719.95575,11.473684,-17.106626832173358,-10.695681446716328,294.051361,0.02121061922334111,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75186962857913,29.685039707588583]}"
202005_078E_024N_123,0.8318046,1416.5,688.5,255.0,572.5,444.0,941.5,2389.5,2732.5,2920.5,2475.5,0.113278,8517,3973,5372.672,6.789493,3.142385,0.7145289,716.7289,6.006181,-16.835057800029638,-11.11435987342932,370.701721,0.02121769431293774,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76024303549667,29.718506894121806]}"
202010_078E_024N_125,0.82599473,914.5,496.5,120.5,261.5,202.5,499.5,1246.5,1445.0,1395.5,1157.0,0.1013052,7173,4422,2483.2964,6.3095956,2.8227477,0.7112921,716.2302,5.927664,-15.980759565738724,-8.95287427402752,60.40715789794922,0.02208112917688887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73688359523251,29.726407560084116]}"
202005_078E_024N_939,0.84343773,1322.0,617.0,248.0,587.0,477.0,1031.0,2297.0,2558.0,2731.0,2164.0,0.14955357,8342,4622,4800.6035,6.1186767,2.9387352,0.73412424,715.3116,6.52231,-15.267941389877297,-9.045456199885146,403.158722,0.022283924083740136,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74942590530088,29.67373672951746]}"
202008_078E_024N_80,0.8397648,1210.0,609.0,206.0,409.0,278.0,711.0,1944.0,2342.0,2469.0,2097.0,0.099588476,6075,2616,4327.5757,6.674476,3.2912087,0.75123996,717.9781,7.0398774,-15.176061389162662,-8.784413650462055,125.496101,0.022467475011161864,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7656432615676,29.699607090963248]}"
202006_078E_024N_53,0.877988,805.0,357.0,105.5,255.0,155.5,423.5,1292.0,1592.0,1642.5,1499.5,0.18687797,8657,5158,4286.9375,7.360201,4.475375,0.8231317,719.4421,10.319644,-15.401579978265282,-10.178123538503895,95.458427,0.022570740492936725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76486975459719,29.72058052315468]}"
202007_078E_024N_102,0.83006877,1798.0,930.5,321.0,684.0,510.0,1132.0,2684.5,3014.5,3141.0,2675.5,0.15930393,8319,3846,6039.4644,6.722127,3.2112188,0.74034023,717.0469,6.719532,-14.662676474213,-7.6693062228778635,205.322891,0.02276026609534887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74333613905345,29.72714576824391]}"
202005_078E_024N_753,0.8814647,1349.0,576.0,151.0,353.0,282.0,646.0,1947.0,2304.0,2492.0,2180.0,0.21546961,6403,3661,5731.589,7.405583,4.011601,0.8204017,718.7803,10.135965,-18.002959461044806,-11.616299595280962,201.237976,0.023293273817591498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.71698046519934,29.68583439047567]}"
202010_078E_024N_635,0.87102807,746.0,329.0,90.0,185.0,145.0,352.0,999.0,1223.0,1259.0,1061.0,0.17142858,11686,6148,3236.4,6.9897847,4.288235,0.8062827,720.26794,9.324325,-14.183945077924324,-7.058559296930743,451.316132,0.023783455030205958,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.71334656748039,29.687152726797585]}"
202009_078E_024N_683,0.70957774,1759.0,1155.0,402.0,637.0,683.0,1123.0,2069.0,2278.0,2465.0,1586.0,-0.017828202,10987,4632,2347.5923,4.139274,2.194508,0.51549506,713.8158,3.1279252,-16.14521952822053,-10.62481369248726,135.468399,0.023815998265101168,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74093276721779,29.67117471791466]}"
202008_078E_024N_99,0.8767123,1281.0,587.0,128.0,286.0,207.0,518.0,1585.0,1983.0,1909.0,1621.0,0.15463917,6933,4273,4806.4556,6.687054,4.025352,0.7920892,718.198,8.619513,-15.193146857679535,-8.517565571371994,106.10684967041016,0.0240173719477631,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76232313407839,29.696417724439897]}"
202005_078E_024N_980,0.8425967,1188.0,610.0,193.0,475.0,356.0,813.0,1908.0,2183.0,2320.0,1901.0,0.16245487,7025,3631,4214.6987,6.3426895,2.745098,0.7345903,714.972,6.535519,-16.7072246854714,-11.46326487479257,450.2641296386719,0.024223822219917923,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75514474910035,29.67085779046066]}"
202005_078E_024N_237,0.92019236,740.0,327.5,68.0,161.0,114.5,305.5,1060.5,1315.5,1336.5,1253.0,0.17953514,7336,3984,3910.141,7.229063,4.2771683,0.8198617,719.9938,10.102873,-15.700411486628091,-9.898437151681797,137.912643,0.024249781011880023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73577518472932,29.71173318953602]}"
202005_078E_024N_989,0.85295135,1507.0,803.0,234.0,568.0,401.0,990.0,2306.0,2773.0,2955.0,2551.0,0.15808171,7998,4230,5323.5195,6.2792335,3.1486013,0.7506562,716.79596,7.021053,-16.228580449272734,-10.618925741643453,520.940186,0.024508975257216292,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75437819465724,29.670173789785252]}"
202005_078E_024N_111,0.82933104,1277.0,653.5,245.0,509.5,346.5,856.0,2186.0,2458.0,2540.0,2159.0,0.1605879,8081,4839,5246.7656,6.7473164,3.087556,0.76223445,715.4199,7.4119678,-16.913445022943186,-11.607761447663785,268.684875,0.025526417689561764,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7703104692095,29.719503182735412]}"
202005_078E_024N_422,0.8767174,1390.0,631.0,154.0,355.0,247.0,699.0,1836.0,2184.0,2277.0,2001.0,0.17227723,5845,2906,4931.6084,7.0042744,3.1039605,0.7960152,717.01105,8.804651,-14.876127122417953,-8.754485225750384,165.429977,0.026010226483074717,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7519132844228,29.70241118680328]}"
202010_078E_024N_751,0.81790006,1381.0,828.0,235.0,543.0,420.0,934.0,2042.0,2317.0,2495.0,1829.0,0.12199466,6004,3949,3663.035,5.5874023,2.4066148,0.6870955,715.4158,5.3917274,-15.313393855359418,-9.820419552352394,296.936249,0.026152528093081107,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72464299241157,29.67237252843214]}"
202005_078E_024N_375,0.87236536,939.0,411.0,109.0,259.0,168.0,398.0,1280.0,1497.0,1678.0,1530.0,0.20661157,8651,4297,3475.4695,7.1160274,3.845815,0.7998709,718.9171,8.993548,-14.123783070885134,-7.26066686976343,225.197418,0.026386461250237137,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74568136798064,29.704833881960134]}"
202005_078E_024N_636,0.83644664,1222.0,614.0,216.0,551.0,377.0,935.0,2027.0,2300.0,2503.0,2025.0,0.15206185,7828,4946,3644.4424,6.186327,2.5381444,0.74104685,716.24603,6.7234044,-16.196011736476027,-10.550426216759911,409.271759,0.026669389577872016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77813528852971,29.692278152178606]}"
202010_078E_024N_733,0.8550829,1174.0,584.0,199.0,515.0,322.0,868.0,2177.0,2423.0,2538.0,2177.0,0.21882352,9060,5041,4736.273,6.773357,2.7034883,0.76780075,715.09015,7.613293,-15.587624520452396,-10.132717178235968,328.9551696777344,0.0270685387345454,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72821943989821,29.675565272096193]}"
202009_078E_024N_586,0.90892196,925.0,366.0,98.0,217.0,131.0,374.0,1127.0,1418.0,1589.0,1338.0,0.19078948,2596,1475,3461.818,7.487655,4.9428573,0.81857926,721.13513,10.0240965,-16.814750487456507,-10.238840784981237,442.335602,0.02738345153980537,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78477602596259,29.67722404317455]}"
202009_078E_024N_355,0.87118876,936.0,401.0,101.0,224.0,138.0,396.0,1187.0,1307.0,1542.0,1367.0,0.2260274,7392,4101,3512.894,7.2922344,4.195876,0.80543935,719.2523,9.27957,-15.49483719016583,-8.591719904512678,338.622284,0.027884230444530145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74405790355488,29.689929038364077]}"
202010_078E_024N_446,0.8406659,1583.0,881.0,188.0,364.0,319.0,785.0,1719.0,1973.0,1867.0,1485.0,0.065126054,7014,4163,3013.093,5.76104,2.4216335,0.7138348,715.16974,5.9889708,-13.20265677140261,-6.967648128832072,193.444702,0.028271140595685584,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74522909693987,29.69964084983603]}"
202005_078E_024N_474,0.8682635,860.0,365.0,122.0,280.0,202.0,439.0,1402.0,1745.0,1834.0,1626.0,0.17883211,7081,4732,4010.9194,6.97214,3.9806452,0.78861254,718.32153,8.4613,-16.15582420771371,-10.547296572249495,134.561951,0.028625242158339392,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7400616837294,29.699591790542847]}"
202009_078E_024N_255,0.88812786,1085.0,492.0,113.0,273.0,179.0,502.0,1485.0,1767.0,1820.0,1654.0,0.22110553,11992,6425,4171.8647,7.287908,3.4451613,0.8180919,717.0192,9.994565,-14.345362040794885,-7.067282716925077,120.139198,0.029038058031760516,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75999508508485,29.696621547532285]}"
202010_078E_024N_371,0.77626604,1637.0,904.0,287.0,576.0,533.0,957.0,1954.0,2141.0,2412.0,1855.0,0.022594143,8423,4001,3034.7004,4.9036136,2.284689,0.620754,714.1786,4.273622,-15.019107558138987,-7.942642432340728,121.516998,0.02920158859924915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74358902055373,29.706844424310706]}"
202010_078E_024N_746,0.8285138,1573.0,895.0,278.0,617.0,454.0,1163.0,2484.0,2773.0,2720.0,2391.0,0.123661146,16019,6399,4995.5654,5.921547,2.5688074,0.701096,714.8616,5.691111,-14.567568799676815,-8.014967922949811,331.036682,0.029426372687102798,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.71662713926678,29.67297192910006]}"
202005_078E_024N_272,0.7783767,1958.0,1060.5,387.5,732.0,676.5,1201.0,2235.5,2550.0,2600.5,1893.5,0.05501896,6165,3375,4419.13,5.263674,3.27205,0.62683934,716.9879,4.3617153,-19.30636005874912,-14.3734043804163,179.312912,0.029433116467385667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.79806955198943,29.710734137915725]}"
202009_078E_024N_603,0.8439716,1017.0,529.0,142.0,361.0,253.0,663.0,1411.0,1646.0,1626.0,1320.0,0.1145959,8766,5188,2583.6914,6.125494,2.5289855,0.7156569,715.1936,6.0337553,-15.893951869190092,-9.463432821411747,80.021729,0.029738058339985995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74603994890909,29.675960716875593]}"
202009_078E_024N_34,0.7614894,1397.0,730.0,386.5,670.5,508.0,951.0,2412.5,2682.0,2750.5,2111.0,0.09528706,8003,4345,4609.65,6.0809355,3.313219,0.65685946,716.6516,4.8395414,-16.533983026955262,-10.653213266984773,273.269714,0.02975955572828415,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7884490143386,29.715609641875393]}"
202009_078E_024N_383,0.8485762,1316.0,706.0,186.0,380.0,295.0,666.0,1885.0,2137.0,2335.0,2069.0,0.13148789,8686,5025,5330.3667,7.005392,3.6517093,0.75402534,718.7888,7.1309195,-13.655246211963314,-7.310151027437396,200.046219,0.03046914874710549,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76785064091094,29.688122098127995]}"
202010_078E_024N_545,0.6992346,1579.0,954.0,334.0,557.0,655.0,955.0,1561.0,1798.0,1924.0,1351.0,-0.05,8711,3867,1859.113,3.8244033,2.402556,0.49145964,715.4105,2.9328244,-15.6238681864848,-8.127239747593991,80.677849,0.03053475318129062,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74635221490838,29.692432351157958]}"
202006_078E_024N_5,0.80595064,994.0,452.0,230.5,418.5,313.0,616.5,1569.5,1839.5,2086.0,1710.5,0.1356212,7584,3302,3460.9124,6.51931,4.0827465,0.72081673,717.74664,6.1637816,-18.10062887471693,-12.344180526549048,456.968384,0.03120203250464315,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75022738398157,29.73420452243682]}"
202009_078E_024N_729,0.765058,1662.0,986.0,281.0,552.0,433.0,957.0,1944.0,2243.0,2201.0,1585.0,0.032089293,12156,6152,2621.4546,4.836204,2.2879465,0.62895536,714.5455,4.390187,-14.766139514654858,-7.973176607588732,19.152353286743164,0.03140406435333665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73684511424369,29.667526242098905]}"
202005_078E_024N_234,0.7272193,1967.0,1245.5,330.0,598.5,556.0,1045.5,1942.5,2075.0,2207.0,1502.5,0.015228607,5181,3832,2492.7998,4.6035795,2.372281,0.5793929,714.18066,3.7567623,-14.631054766238535,-7.810855324948668,294.764038,0.03152690074679931,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76264629426623,29.712212632637982]}"
202005_078E_024N_363,0.79563487,1436.0,782.5,212.0,452.0,386.0,812.5,1679.5,1923.5,2008.5,1481.0,0.03190305,8663,5223,2419.31,5.0146112,2.3163629,0.6022755,714.85626,4.02883,-16.14514655325485,-9.905964248980034,349.893555,0.03164212153188617,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.79321382560292,29.706177979524973]}"
202010_078E_024N_300,0.8726026,856.5,376.0,146.0,310.0,185.0,475.5,1616.0,1952.0,2093.5,1892.5,0.22120602,9754,6148,5548.413,7.139491,4.672435,0.8258605,719.4374,10.498776,-16.172904969275947,-10.026408228174583,458.660278,0.03198314391446411,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76908991384927,29.713626283993563]}"
202005_078E_024N_473,0.8110088,1089.0,496.5,283.0,490.5,392.5,787.0,2102.0,2571.0,2601.0,2170.5,0.13581999,6316,2814,5891.9297,6.5978546,4.4848833,0.7291452,720.4064,6.3855724,-17.672093099345464,-12.285999695949867,530.092896,0.03228887916047363,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78682452233983,29.700254011240013]}"
202009_078E_024N_624,0.82849485,1056.0,551.0,198.0,496.0,365.0,886.0,1855.0,2072.0,2157.0,1751.0,0.15956151,13290,5770,3368.204,6.0631866,2.3642857,0.7080192,714.06134,5.8497653,-16.197146091367145,-10.975610673860002,213.005539,0.032559538945098776,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75380318814702,29.67490596383962]}"
